,sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,version
5510,22ec5ffe03d864ad54599113eea1f66384b29b94d21fad4c3d126d4ad65bacdf,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, prevalent in Africa, is caused by the parasitic worm Schistosoma haematobium and is characterized by urinary tract symptoms such as hematuria, dysuria, and urinary frequency?","Which of the following conditions, prevalent in Africa, is caused by the parasitic worm Schistosoma haematobium and is characterized by urinary tract symptoms such as hematuria, dysuria, and urinary frequency?","{""option1"": ""Malaria"", ""option2"": ""Schistosomiasis"", ""option3"": ""Onchocerciasis"", ""option4"": ""Filariasis"", ""option5"": ""Trypanosomiasis""}",option2,"Schistosomiasis, caused by parasitic worms of the genus Schistosoma, is prevalent in various regions of Africa. Schistosoma haematobium is one of the species that can cause urogenital schistosomiasis, characterized by urinary tract symptoms such as hematuria (blood in the urine), dysuria, urinary frequency, and possibly bladder and kidney damage. Malaria is caused by the Plasmodium parasite and transmitted by Anopheles mosquitoes. ",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5511,36830ec76cf03ddc50aee1ee76f96f87d715bf3c51a8d2c1eb1552174921f630,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, prevalent in Africa, is characterized by an abnormal enlargement of the thyroid gland, often resulting in a visibly enlarged neck, and is commonly associated with dietary iodine deficiency?","Which of the following conditions, prevalent in Africa, is characterized by an abnormal enlargement of the thyroid gland, often resulting in a visibly enlarged neck, and is commonly associated with dietary iodine deficiency?","{""option1"": ""Graves' disease"", ""option2"": ""Thyroid adenoma"", ""option3"": ""Toxic multinodular goiter"", ""option4"": ""Hashimoto's thyroiditis"", ""option5"": ""Simple (nontoxic) goiter""}",option5,"Simple (nontoxic) goiter is characterized by an enlarged thyroid gland without associated thyroid dysfunction. It often results from dietary iodine deficiency, which is common in certain regions of Africa. Graves' disease is an autoimmune condition that causes hyperthyroidism and may result in goiter, but it is not primarily associated with dietary iodine deficiency. Thyroid adenoma refers to a benign tumor of the thyroid gland and is not typically related to iodine deficiency. Toxic multinodular goiter is characterized by multiple nodules in the thyroid gland that produce excessive thyroid hormones, leading to hyperthyroidism. Hashimoto's thyroiditis is an autoimmune condition that causes hypothyroidism and may lead to goiter, but it is not caused by dietary iodine deficiency.",Endocrinology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5512,4bdae6cee470755356e125a26c5915f7f38bee0d76bfe1fcdfc493b8d37aa4ca,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, prevalent in Africa, is characterized by the progressive degeneration of dopaminergic neurons in the brain, leading to motor symptoms such as tremors, bradykinesia, and rigidity?","Which of the following conditions, prevalent in Africa, is characterized by the progressive degeneration of dopaminergic neurons in the brain, leading to motor symptoms such as tremors, bradykinesia, and rigidity?","{""option1"": ""Parkinson's disease"", ""option2"": ""Huntington's disease"", ""option3"": ""Amyotrophic lateral sclerosis (ALS)"", ""option4"": ""Multiple sclerosis"", ""option5"": ""Alzheimer's disease""}",option1,"Parkinson's disease is a neurodegenerative disorder characterized by the progressive degeneration of dopaminergic neurons in the brain, particularly in the substantia nigra. This leads to motor symptoms such as tremors, bradykinesia (slowness of movement), rigidity, and postural instability. Parkinson's disease is prevalent worldwide, including in Africa, and it can significantly impact the quality of life of affected individuals. Huntington's disease is another neurodegenerative disorder characterized by involuntary movements, cognitive decline, and psychiatric symptoms. ALS is a progressive neurodegenerative disease affecting motor neurons. Multiple sclerosis is an autoimmune disease characterized by demyelination of nerve fibers. Alzheimer's disease is a neurodegenerative disorder primarily affecting cognition and memory.",Neurology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5513,91981e22b82fee08983c833fba023c9406d3374ea644a5f5edfd54ecc7a162ea,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, endemic in Africa, is characterized by inflammation and ulceration of the lining of the stomach or duodenum and is often caused by infection with the bacterium Helicobacter pylori?","Which of the following conditions, endemic in Africa, is characterized by inflammation and ulceration of the lining of the stomach or duodenum and is often caused by infection with the bacterium Helicobacter pylori?","{""option1"": ""Gastritis"", ""option2"": ""Peptic ulcer disease"", ""option3"": ""Gastroesophageal reflux disease (GERD)"", ""option4"": ""Esophageal varices"", ""option5"": ""Gastroenteritis""}",option2,"Peptic ulcer disease involves the formation of ulcers in the lining of the stomach or duodenum and is often associated with infection by Helicobacter pylori bacteria. This condition is prevalent in Africa and can lead to symptoms such as abdominal pain, bloating, nausea, and vomiting. Gastritis refers to inflammation of the stomach lining and can contribute to the development of peptic ulcers. Gastroesophageal reflux disease (GERD) involves the reflux of stomach contents into the esophagus, leading to symptoms such as heartburn and regurgitation. Esophageal varices are dilated veins in the lower esophagus, often associated with liver cirrhosis and portal hypertension. Gastroenteritis is inflammation of the gastrointestinal tract, typically caused by viral, bacterial, or parasitic infections, and may present with symptoms such as diarrhea, vomiting, and abdominal pain.",Gastroenterology,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5514,ddfbb9ca91d8b3d1a2b7aec48ad7c3a636a535d95b993703edd909b0842d570d,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, prevalent in Africa, is caused by infection with the protozoan parasite Trypanosoma cruzi, transmitted to humans through the bite of infected triatomine bugs, and can lead to chronic complications such as cardiomyopathy and gastrointestinal involvement?","Which of the following conditions, prevalent in Africa, is caused by infection with the protozoan parasite Trypanosoma cruzi, transmitted to humans through the bite of infected triatomine bugs, and can lead to chronic complications such as cardiomyopathy and gastrointestinal involvement?","{""option1"": ""Sleeping sickness (African trypanosomiasis)"", ""option2"": ""Chagas disease"", ""option3"": ""Leishmaniasis"", ""option4"": ""Schistosomiasis"", ""option5"": ""Onchocerciasis""}",option2,"Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis and primarily affects the lungs, although it can involve other organs as well. It is characterized by symptoms such as a chronic cough with sputum production, chest pain, weight loss, fatigue, and fever. TB is a major public health concern in Africa, with high rates of both incidence and mortality. Pneumonia is an acute infection of the lungs caused by various pathogens, including bacteria, viruses, and fungi. Bronchiectasis is a chronic respiratory condition characterized by irreversible dilatation of the bronchi and recurrent respiratory infections. Histoplasmosis and Cryptococcosis are fungal infections that can affect the lungs but are less prevalent in Africa compared to tuberculosis.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5515,fcd5612cc9681306f690067cd61ba2fc29717248532a0a07a72a27bc41c646af,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, prevalent in Africa, is characterized by a chronic cough with sputum production, chest pain, weight loss, and fatigue, and is caused by infection with the bacterium Mycobacterium tuberculosis?","Which of the following conditions, prevalent in Africa, is characterized by a chronic cough with sputum production, chest pain, weight loss, and fatigue, and is caused by infection with the bacterium Mycobacterium tuberculosis?","{""option1"": ""Pneumonia"", ""option2"": ""Bronchiectasis"", ""option3"": ""Tuberculosis"", ""option4"": ""Histoplasmosis"", ""option5"": ""Cryptococcosis""}",option3,"Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis and primarily affects the lungs, although it can involve other organs as well. It is characterized by symptoms such as a chronic cough with sputum production, chest pain, weight loss, fatigue, and fever. TB is a major public health concern in Africa, with high rates of both incidence and mortality. Pneumonia is an acute infection of the lungs caused by various pathogens, including bacteria, viruses, and fungi. Bronchiectasis is a chronic respiratory condition characterized by irreversible dilatation of the bronchi and recurrent respiratory infections. Histoplasmosis and Cryptococcosis are fungal infections that can affect the lungs but are less prevalent in Africa compared to tuberculosis.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5516,ba1e7e48b75f5187a4ee4070da4af956ed2e2f3ddd4e5546ace67dfd1bf98657,train,Female,Nursing,Licensed Professional,KE,mcq,,"Which of the following conditions, endemic to certain regions of Africa, is characterized by the presence of a palpable worm beneath the skin and is caused by infection with the parasitic worm Dracunculus medinensis?","Which of the following conditions, endemic to certain regions of Africa, is characterized by the presence of a palpable worm beneath the skin and is caused by infection with the parasitic worm Dracunculus medinensis?","{""option1"": ""Schistosomiasis"", ""option2"": ""Onchocerciasis"", ""option3"": ""Dracunculiasis (Guinea worm disease)"", ""option4"": ""Lymphatic filariasis"", ""option5"": ""Loiasis""}",option3,"Dracunculiasis, commonly known as Guinea worm disease, is caused by the parasitic worm Dracunculus medinensis. It is characterized by the presence of a palpable worm beneath the skin, typically in the lower extremities, which causes intense pain and inflammation. The disease is contracted by drinking water contaminated with copepods containing Guinea worm larvae. Dracunculiasis is endemic in certain regions of Africa, particularly in rural areas with limited access to safe drinking water and sanitation. Schistosomiasis is caused by parasitic worms of the genus Schistosoma and is transmitted through freshwater snails. Onchocerciasis is caused by Onchocerca volvulus and transmitted by black flies. Lymphatic filariasis is caused by filarial worms transmitted by mosquitoes. Loiasis is caused by the parasitic worm Loa loa and transmitted by tabanid flies.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5517,cd8e66207528da65291a7ecad58e6654252e4f053ed99123fa033a4a1de5b245,train,Female,Medicine,Student,KE,mcq,,Which is the law that defines the practice of medicine in Kenya?,Which is the law that defines the practice of medicine in Kenya?,"{""option1"": ""Kenya medical practitioners act"", ""option2"": ""Kenya medical practitioners and dentist act"", ""option3"": ""The criminal procedure act"", ""option4"": ""The public health act"", ""option5"": ""N/A""}",option2,The Kenya medical practitioners and dentist act is the law that governs/ defines the practice of medicine in Kenya.,Other,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
5518,b91f31f39ece357f63af63f56a7eda9040f538acdc25c098e5f370c09586f946,train,Female,Medicine,Student,KE,mcq,,Which of the following is not an indication of post mortem in Kenya?,Which of the following is not an indication of post mortem in Kenya?,"{""option1"": ""A prisoner dying while in prison"", ""option2"": ""Terminally ill patient on palliation while at home"", ""option3"": ""A school girl falling from a motorbike"", ""option4"": ""Body fished from a river upcountry"", ""option5"": ""Starvation following a religious persuasion""}",option2,A terminally ill patient dying at home is not an indication for  a post mortem in Kenya. The rest are.,Pathology,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
5519,d0036f54c8bd50a3d5ad9dcc29e1d783d262b7f40e48f1c977471ef10bf84cc9,train,Female,Medicine,Student,KE,mcq,,Correct about breastfeeding in Kenya 2022,Correct about breastfeeding in Kenya 2022,"{""option1"": ""Infants should be breastfed exclusively for 4 months"", ""option2"": ""Only 30% of children are exclusively breastfed"", ""option3"": ""In the baby friendly initiative, mothers with inverted nipples should still breastfeed exclusively"", ""option4"": ""In HIV infected babies, breastfeeding should stop at one year"", ""option5"": ""Exclusive breastfeeding reduces the incidence of asthma.""}",option5,Exclusive breastfeeding allows for the children to build up immunity against most of the trigger factors for asthma.,Pediatrics,,1.0,0.0,0.0,crowdsourced,0.33,,0.0,,,,,,,v3
5520,ad3a4ef4674605a9d0bb7c9ee0b72e02eea241760e19eaa85a4a19f1ce51beca,train,Male,Medicine,Student,NG,mcq,,African tick bite fever is caused by the bacterium Borrelia burgdorferi.,African tick bite fever is caused by the bacterium Borrelia burgdorferi.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option2,African tick bite fever is caused by the bacterium Rickettsia africae and is transmitted through the bite of infected ticks.,Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5521,4c6296943a69a103d2940e6bdb988e6e328e512d77cb5a0e67cda9b7d2a97db1,train,Male,Medicine,Student,NG,mcq,,Which of the following is the most common type of cancer in Nigeria?,Which of the following is the most common type of cancer in Nigeria?,"{""option1"": ""Breast cancer"", ""option2"": ""Prostate cancer"", ""option3"": ""Cervical cancer"", ""option4"": ""Colorectal cancer"", ""option5"": ""Liver cancer""}",option1,"Breast cancer is the most common type of cancer in Nigeria, accounting for 18.2% of all cancer cases.",Oncology,,1.0,0.0,0.0,crowdsourced,1.0,,0.0,,,,,,,v3
5522,8c23017df2fdf196974821dfdc41824cfcdccc237230b1a01ddad6732f767f31,train,Female,Medicine,Licensed Professional,NG,mcq,,What is the most common cause of chronic kidney disease (CKD) in sub-Saharan Africa?,What is the most common cause of chronic kidney disease (CKD) in sub-Saharan Africa?,"{""option1"": ""Diabetes mellitus"", ""option2"": ""Hypertensive nephrosclerosis"", ""option3"": ""HIV-associated nephropathy"", ""option4"": ""Schistosomiasis"", ""option5"": ""Alport syndrome""}",option4,"Schistosomiasis, also known as bilharzia, is a parasitic disease caused by infection with blood flukes of the genus Schistosoma. It is endemic in many parts of sub-Saharan Africa, particularly in areas with poor sanitation and limited access to clean water. Chronic infection with Schistosoma can lead to complications such as chronic kidney disease (CKD), with renal involvement being a common manifestation. In endemic areas, schistosomiasis is a major cause of CKD, making it the most common cause of CKD in sub-Saharan Africa.",Pathology,,1.0,0.0,0.0,crowdsourced,0.5,False,5.0,2.0,3.0,3.0,3.0,1.0,1.0,v3
5523,489581f3c6efa2177af3a083b48fbd52c4e8a341103c528244e1daf9df2780e0,train,Female,Nursing,Student,NG,mcq,," What is the most common cause of acute diarrhea in Africa, particularly in children under 5 years of age?"," What is the most common cause of acute diarrhea in Africa, particularly in children under 5 years of age?","{""option1"": ""Rotavirus"", ""option2"": ""Salmonella"", ""option3"": ""Giardia lamblia"", ""option4"": ""Escherichia coli"", ""option5"": ""Shigella""}",option1,"Rotavirus is the leading cause of acute diarrhea in African children, contributing significantly to morbidity and mortality.",Infectious_Disease,Yes,1.0,1.0,0.0,crowdsourced,0.0,True,5.0,5.0,1.0,1.0,0.0,0.0,1.0,v3
5524,0f46c8b52dd21fc4d659bdd37e543323612714bf5e9706163319a5e86052b26a,train,Female,Nursing,Student,NG,mcq,,Which of the following is a common complication of untreated chronic hepatitis B infection in African populations?,Which of the following is a common complication of untreated chronic hepatitis B infection in African populations?,"{""option1"": ""Cirrhosis"", ""option2"": ""Hepatocellular carcinoma (HCC)"", ""option3"": ""Portal hypertension"", ""option4"": ""Ascites"", ""option5"": ""Hepatic encephalopathy""}",option2,"Chronic hepatitis B infection is a major risk factor for the development of HCC, particularly in regions with high endemicity such as Africa.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
5525,5dd4a3a42eb75c3db6df11f632cc2243dc19e71f887368cb78970aed00813644,train,Male,Medicine,Student,NG,mcq,,What is the primary causative organism of African tick bite fever?,What is the primary causative organism of African tick bite fever?,"{""option1"": ""Coxiella burnetii"", ""option2"": ""Francisella tularensis"", ""option3"": ""Anaplasma phagocytophilum"", ""option4"": ""Borrelia burgdorferi"", ""option5"": ""Rickettsia africae""}",option5,"African tick bite fever is caused by the bacterium Rickettsia africae, transmitted through the bite of infected ticks.",Infectious_Disease,,1.0,0.0,0.0,crowdsourced,0.86,True,5.0,5.0,0.0,0.0,4.0,0.0,0.0,v3
5526,45db7d81dae15015119d41b654be7847bf2c797c61a4583a75d4a33688ce38af,train,Male,Medicine,Student,NG,mcq,,Pneumocystis pneumonia (PCP) is a common opportunistic infection seen in people living with HIV/AIDS in Africa.,Pneumocystis pneumonia (PCP) is a common opportunistic infection seen in people living with HIV/AIDS in Africa.,"{""option1"": ""True"", ""option2"": ""False"", ""option3"": ""N/A"", ""option4"": ""N/A"", ""option5"": ""N/A""}",option1,"Pneumocystis pneumonia (PCP) is a common opportunistic infection in HIV/AIDS patients, particularly in Africa, due to the high burden of HIV/AIDS and limited access to prophylactic treatment.",Pulmonary_Medicine,,1.0,0.0,0.0,crowdsourced,0.0,,0.0,,,,,,,v3
